"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Congo, Dem. Rep.","COD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","827.600330402252","754.782482590742","664.448873357432","566.087071157879","535.720278509118","533.218253337197","522.636140865822","489.592699106425","475.897495067878","451.884303986381","419.463913592424","408.574400444067","414.722773266483","433.079475306457","460.247641423181","488.388086946654","513.37969086873","542.061728658384","568.083477865222","569.535006308888","597.076987349427","629.856388836565","664.801780089217","708.608471970415","763.85805255915","798.742655360412","801.630119736065","",
"Congo, Rep.","COG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3322.42079928925","3420.88312333044","3493.75713578085","3446.26133822864","3235.86909746333","3340.81751912021","3449.22493429948","3388.3693552381","3452.939884821","3319.54770079494","3551.09264907498","3667.70832941913","3790.19484193496","3791.12980302901","3915.74080755105","4223.07435545744","4474.88010752481","4369.05228717674","4543.92488890468","4760.4444983099","5081.43214469695","5213.94692099844","5368.26568966105","5502.48287322744","5834.00976153059","5902.42965114336","5717.290370945","",
"Colombia","COL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4869.16184672328","5050.71983033459","5327.88550322505","5485.49956628294","5827.99696183084","6155.68886127621","6294.86549854465","6520.03666603708","6528.90017378781","6256.81018104118","6585.33413813744","6750.68713876565","6927.32125259077","7241.33125833067","7732.31947622413","8248.35534178596","8957.34111756549","9710.91759594356","10132.2656612857","10260.2266790265","10680.0030066548","11496.4777054381","12058.3437579632","12725.0437311283","13395.516199343","13827.6727863559","14153.9279251866","",
"Comoros","COM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034.10155080008","981.587492990289","1058.21410686735","1084.09918949408","1019.24904669749","1048.32497429261","1025.13900397469","1055.91086802402","1052.88627667455","1061.83032068337","1173.81752641852","1198.67108591666","1215.64491347725","1236.16601038234","1264.15613509177","1310.26538212601","1353.51944109414","1367.48883961449","1366.64754971748","1370.46688388663","1383.9296940583","1414.61172325694","1448.4276861253","1487.11050669385","1508.62041667457","1504.71658081263","1521.85721808214","",
"Cabo Verde","CPV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070.91406516043","1096.28098925145","1212.19496376985","1312.82756016449","1555.2170020896","1766.82171286977","1954.75257510339","2158.37694751752","2401.0899919634","2654.42037886116","3039.91935103396","3116.71101640519","3268.9136058476","3412.64207822292","3801.92990757416","4134.49758438051","4542.1405529358","5308.13417383915","5710.16341956672","5620.53931728869","5710.34425217671","5991.77849034175","6097.22155582546","6171.85798635019","6245.00548175918","6302.49439628391","6551.3189482891","",
"Costa Rica","CRI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5033.09994187275","5200.58231878786","5662.42351116882","6052.79671201924","6299.32169595099","6533.19142922661","6574.13364760459","6893.93397015235","7286.41497983041","7527.11162305639","7829.81296167726","8139.81010264789","8397.30253575193","8793.38314665954","9289.50331735902","9817.00119402593","10697.4635440799","11714.2147112291","12329.930057934","12141.9349812074","12737.0201761635","13397.2305422386","14133.6881806511","14524.6715007822","15161.1614822137","15881.6084683561","16609.7393541834","",
"Caribbean small states","CSS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5874.19550801748","6156.93622516255","6259.4411056039","6539.54552741572","6797.43051939719","7090.4106025593","7402.67553590043","7713.35977357047","7958.95490372932","8349.53791564529","8790.00203320126","9128.05723373364","9582.02779138978","10376.7581060581","11078.9292022292","11787.2809101799","12958.321371726","13673.6254868653","14093.7043107661","13622.3300506302","13919.3051702994","14274.8721445493","14625.2340311174","15030.9590148443","15265.5532907776","15342.8721738577","15370.6348984173","",
"Cuba","CUB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49903.0285395752","","","","","","",
"Cyprus","CYP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13178.9954720093","13367.8110281151","14565.057688096","14657.7094771319","15528.3422647011","16885.6759337232","17099.7021168683","17857.164861839","18935.0149762087","19881.0551380653","21709.1550859041","23263.4339040562","23964.7554398253","24300.463231998","26082.7596388336","28169.5568797536","30482.6076353537","32993.2822676341","34823.6542391999","33882.0964676342","33263.0158296105","33192.5929772985","31914.6243464725","30620.7071488539","30383.5148225188","31523.9268785245","32707.8728870037","",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12666.4626474303","11595.701258884","11787.8967065857","12063.2859496166","12673.8575672941","13751.5599038248","14580.2740627511","14723.8341472693","14894.2335413301","15324.1064301742","16188.2271902154","17569.1058336591","18189.2343541554","19424.7547140675","20806.6089064521","21956.3838583853","23779.5737230159","26120.375076047","27844.7953264656","27594.3468593931","27694.4019837579","28797.4179611691","29047.2464395949","30485.7141541113","32263.3157548997","33468.7264974291","34749.2123632656","",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19433.1574450028","20952.5284880381","21676.96666338","21836.5043153723","22770.1262578736","23579.549367012","24104.3507327434","24633.1891475649","25371.8646895964","26360.1471893926","27293.7675581123","28499.6060827904","29326.9120734283","29987.9124977414","31428.6306368193","31968.4674473589","34246.2076453949","36444.5156883908","38028.772143518","37035.7800292733","39225.5999941663","42692.5197566424","43564.1480172353","45232.1978530818","47092.4883721197","47810.8360109883","48860.5252921132","",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004.7118537912","1929.09429565775","1946.38185082844","1850.40530141573","1860.4267028259","1809.65354541997","1730.36293187258","1701.20496612356","1671.6556305481","1685.948861735","1689.29947252882","1726.77689460703","1766.62228928047","1829.12816347481","1920.61213366328","2012.59957393296","2138.63174694883","2269.90748125694","2408.40562276167","2506.46796415288","2581.41660981976","2705.40558882684","2838.67447257634","2976.37808018514","3157.09933030305","3342.9007663676","","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4349.83613849717","4527.30703202596","4716.78986474334","4893.63879171845","5057.73925581666","5265.55545540224","5520.5748243532","5730.34344904367","6120.9444660922","6291.71946644827","6480.08277400052","6659.68704407202","6628.72195357222","7252.68608140916","7663.05170369556","7874.89197464351","8333.38891798732","9077.60820898693","9897.45060326312","9834.51254629428","9991.9764264162","10135.2741721538","10164.9586000638","10215.8788465096","10803.2616466491","10586.7702932566","10947.7151878134","",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18225.0189820247","19044.6026803235","19794.3714046709","20200.079753994","21656.7865116473","22659.4847468686","23705.8847280953","24914.3156362212","25792.5810924523","26653.8293359841","28657.5407904467","29474.1381513789","30640.3450364796","30784.1352235764","32920.4770348199","34150.1557953743","37300.4928413295","38961.7706129441","41278.328843462","40332.4514172306","43041.5420245418","44403.3941459257","44803.9622367418","46726.853320478","47901.4475803125","48674.8407494886","49029.0148389124","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3404.30217098242","3482.00882099877","3860.47652718503","4158.21964115116","4265.18460863834","4512.22993063107","4838.46309192887","5227.70549715457","5564.32198615468","5933.91711065314","6312.2599294113","6471.26355270781","6844.55690956928","6858.15948922965","7033.12719748262","7816.30341831936","8788.88193421726","9671.43100506983","10038.0523332892","10072.8019763464","10898.5171855406","11320.9030559829","11702.3460912915","12302.1734225841","13314.5320669066","14238.8615166575","15204.932464461","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6616.4083524606","6591.30149578516","6704.65098799703","6573.66713476424","6518.02652986682","6777.2977776211","7060.0955238735","7144.43258068079","7477.97130873803","7725.88372231708","8093.53089306002","8416.75268223159","8911.68068021151","9621.16094702921","10176.6756327083","10971.8468673725","11332.7898984189","11843.7192081941","12162.2643470867","12242.178137001","12610.2480535971","12990.345016498","13404.4117836409","13715.7435787744","14203.89540132","14614.970429045","15013.2963798624","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1436.78225885202","1575.09848672352","1751.94658427905","1954.58432985674","2175.93145002665","2403.29388498653","2629.92413224293","2821.0196580647","2844.2060514048","3024.68158776613","3288.2133501193","3548.13146450669","3844.43771185049","4219.41621309374","4675.62507097604","5238.9800659647","5916.7802363476","6747.76059313436","7387.38602305417","7935.73135383761","8740.63201019923","9588.01791991722","10415.6602900196","11253.6416854351","12129.8415818963","12954.553909817","13839.9686358416","",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2671.48781942733","2837.18926697731","2969.79970144999","3140.85538920377","3249.26936315863","3350.29592335818","3530.75733720627","3677.18620683552","3716.75870171185","3805.91746010004","4001.18749519424","4094.38880265359","4171.43553659018","4404.16751489018","4750.53769719127","5148.26281106711","5589.79010231235","6038.24507727358","6330.67974556783","6442.02994089285","6878.6769600598","7297.63618952149","7609.55282819383","7976.96415593329","8400.86439669113","8752.08793028581","9175.64442097328","",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3193.46213440039","3434.70902825809","3656.98035831721","3906.12454643611","4188.59500536597","4502.12940557209","4819.00982270554","5070.53450034142","5068.42609441521","5309.2343606823","5709.76573796266","6012.02195269024","6379.9253683783","6799.86527829487","7382.15690557053","8035.95269381355","8825.30235237844","9763.34699073597","10388.6570121044","10786.9756850533","11717.79507292","12605.0093451499","13472.9567553335","14396.1317952373","15253.6261881391","16106.1505782633","17025.3906793141","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6469.79524123513","6284.33034067913","5745.11558515094","5504.90497764867","4982.50003743863","4975.71305930644","5060.09010878001","5273.82583071452","5315.37190820286","5486.15049576466","6126.56012630706","6494.22671340715","6953.40703107071","7682.1437764967","8598.42366506393","9646.64455176311","11535.7885708458","12850.3721545853","14745.0821491483","14242.3639127697","15247.0828078126","17307.7203557377","18214.0336432537","18925.3281970024","19390.5031444723","19200.9593815614","19516.0829837288","",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11567.4367967377","11860.2333074118","11891.0252212068","11962.0995231147","12179.7950061695","12635.9804659504","13081.3599332985","13659.6722712599","14158.6818241916","14715.8799773312","15857.3218416856","16654.4447182508","17447.3840584808","18107.341098966","19230.1220464508","20270.0890471321","22426.5088987515","24018.1292853487","25661.374715192","24941.3574786327","26017.0934913271","27769.8298674557","28487.802397606","29489.309279847","30245.4558262274","30641.7264229506","31366.8670683832","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4829.41672331633","5083.46804861094","5187.93559160857","5294.73993947626","5514.17796863649","5633.1724454941","5714.02720964431","5940.55125471092","6079.38954228811","5768.53565627607","5855.63475390995","6120.93089577906","6360.96873310267","6555.37274179299","7169.97230475119","7664.28927281167","8110.48556053097","8366.14544413312","8920.50082665879","8889.21352587757","9163.15913647781","9926.90344109607","10512.3187519049","11037.3467676481","11483.9968026309","11446.3651373736","11242.0475160365","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3819.28637022443","3897.99614093818","4074.56201962423","4205.64327056824","4378.60984688964","4587.98486937087","4812.71810720551","5068.83033635944","5233.58739637793","5535.52196734252","5856.2217206123","6086.4197384461","6207.54169225174","6410.52373184808","6728.86131609625","7124.48986200231","7708.0475610928","8327.41081259923","8939.28213481048","9255.38392726248","9658.06521473712","9823.82328675711","10003.3542171587","10156.4148475603","10407.7816716365","10750.4563039463","11128.8024742798","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16963.4565147991","17936.4353810989","18517.8955065217","18752.8100801711","19567.3251991361","20421.4409935693","21060.0522045282","21922.0474546947","22943.9044457496","23854.3020530599","25339.5988179608","26535.7017371561","27561.1398800547","27977.0870783926","29093.8200921305","30126.5826670288","32539.1647462189","34425.7109951329","35758.7671901867","34853.2208649495","35853.5583899663","37437.948427596","37805.1226336629","38988.0834180448","39918.7847118503","40854.5328459452","42063.7940645434","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758.884538154962","887.032297359895","1102.99818125117","1156.42104267754","1275.73332545174","1380.27004860676","1392.29154214059","1380.37759337174","1330.93984994087","1436.29221751617","1453.33365631842","1395.23187180889","1409.0430341793","1450.33341729727","1444.85802970892","1473.07494141085","1329.64437262065","1366.59093114871","1387.71466344319","1510.45892910899","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13634.442321039","14410.2282424773","14802.9911134838","14921.2977457241","15527.9165830722","16217.1439105918","16912.4293096457","17860.6085367731","19013.764265183","19907.1614549856","21530.4746784509","22929.8621956078","24363.014919004","25054.2607762802","26189.4555154529","27702.4643073663","30819.2423963848","32591.4099634342","33463.6540993469","32385.2063180105","31954.2427536427","32068.2709273108","31988.2538693179","32603.9057713971","33709.6492402637","34818.1205072534","36304.8542727475","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6283.49138248056","6824.0203016364","7838.44726418971","8358.77921078336","8368.20958176921","9419.75695120623","10311.3540444841","11590.6031705331","13063.8080340009","14424.594202025","16516.1438725455","19260.4933930278","21960.507498394","22664.0393274715","20498.7060613234","21602.7407439834","24543.0674715452","26022.4688470951","27495.7344185694","28538.4286440465","28688.9687744908","29743.3374280246","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.378823580782","390.250529415433","351.637822394624","392.975033586573","399.958897943947","419.114159507554","464.82930156216","473.037368751169","448.272271194173","464.958894732162","490.03639079122","527.317249948666","528.064520044192","512.077545771551","580.921473952381","652.106061397485","724.901694235947","807.436564543538","888.142451706092","948.224952260441","1052.10426150867","1162.78331740492","1253.24331774066","1371.98167052453","1500.65454785138","1632.5518055136","1734.46407451719","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14994.7740033956","15636.5543361012","16098.120830957","16407.9288662927","17194.0560650914","18005.8972908233","18717.6444987043","19525.1055803548","20363.9724947784","21157.4444864272","22587.3812588814","23704.554162481","24748.3312907693","25339.9462378879","26574.2313368358","27519.7717097856","29769.8136659029","31527.5285192953","32948.1316502154","32147.4691385838","33272.1325753103","34726.2067192605","35275.7475712066","36488.7481805564","37498.9500648717","38448.446532756","39610.8668073401","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1808.32873610343","1420.64670280757","1510.87252149497","1619.59466222855","1670.37283199778","1719.05917238039","1827.10744423003","1966.27751420698","2197.4533613605","2355.06719863721","2407.50184576223","2475.40777266094","2443.49516692825","2298.45429197776","2652.11174346362","2850.32230703085","3066.90679588912","3238.97824934312","3405.58391154105","3513.40032136344","3692.10166539586","3491.57089837899","3710.15704287291","3900.87645592689","4014.65515930578","4068.52152635132","4254.34870787026","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18158.9385770366","17557.4628839502","17263.3924906615","17459.6266431452","18453.8924618812","19556.5677744109","20053.3112231587","21768.6132560351","23539.3318132012","24768.6467026728","26748.6310534523","27793.7183316416","28567.1712020759","28982.9238590739","31129.2996354346","31993.4072568579","34367.4742778969","37696.6476231686","39969.3875987055","37823.2291881784","38775.1748566366","40683.5275821703","40620.176066035","41293.5157728524","41470.2023590157","42071.1912691938","43378.1460288181","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3807.73543300453","3792.61619651118","4065.62244048988","4191.9238200272","4436.939103065","4583.86043758403","4835.60115630699","4759.29420319097","4828.09018157051","5292.48748890484","5289.88152104758","5498.34166469056","5750.99191949907","5917.52896377947","6388.9939041527","6612.74768825184","6895.23751598187","6956.30486613424","7093.550249278","6976.98370264113","7203.36569339968","7488.82938057572","7676.77870839263","8113.23615419332","8661.6559163136","9027.54244178825","9109.95196333068","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17651.0219736796","18413.4110328998","19039.5133027612","19289.3320784887","20086.9593865392","20857.9883131371","21440.6591772458","22350.9056377509","23458.7855134808","24431.7256367179","26208.6429039218","27639.4699623918","28639.3947556454","28256.4179537037","29159.2940458415","30603.4648188114","32528.8586651383","34158.1253915867","35156.3833873281","34725.4148480365","35992.5139092599","37457.2848600019","37645.3108519357","39487.8367628998","40091.7401308916","40468.5097199871","41343.2925355429","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1758.70895949255","1903.45451327409","1972.68183237778","2131.05187612738","2121.43678624367","2286.77923021407","2239.66361041239","2136.70228968306","2229.15520320954","2303.56763163394","2472.29973662665","2579.23138997368","2639.01801481727","2748.33330457593","2741.62951802925","2898.40960529312","2998.00560130114","3034.79557292698","3043.07898317406","3117.74184609378","3230.94985546081","3412.90655368719","3405.47227886479","3320.56347959372","3297.32640838146","3483.45593668339","3508.71519196101","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12603.9616518222","13452.0847365097","12982.4957218193","13456.6015303647","13887.5660167114","14505.9170899331","14923.4239184963","15651.8148387806","15967.9507213134","14400.80682044","14094.9244207055","14360.7461642177","14183.629480941","14415.8389842859","14520.1507908037","14961.5932962312","14555.669363627","15369.0910365706","14686.4594740914","14347.1717047969","15045.1665571067","15893.5162321878","16457.1588360764","17078.2216723427","17569.7691600213","17928.7029798014","18102.862219192","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16934.4325493262","17254.543135681","17666.0047056375","18498.9646739931","19575.79671701","20423.5342326807","21745.6101899296","22931.9125396212","23450.8042538413","24171.2406954586","26245.8562106606","27462.6125127044","28806.8888382655","30043.997226292","31732.9522962166","32436.8795877613","34500.7081277846","35289.3980051373","36257.5124453907","34589.5665993615","35875.456276784","36607.9810897257","37705.5942229818","39308.1345662744","40707.2009944903","41579.8634115553","42656.2166021995","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5174.86822893522","4189.29862841771","2342.70751898451","1682.71924484684","1555.48078304164","1673.12262507415","1942.86396845216","2224.70901994107","2341.56821514743","2464.73002348505","2587.02780948458","2793.30265052067","3011.61687737918","3455.75504757794","3808.34501162892","4364.78650465253","4985.27652284394","5825.77326507009","6155.92744153496","6054.39489734577","6597.56854892246","7315.0908976643","8026.50718674542","8541.81225964198","9216.71626359249","9610.54338228378","10004.5284118978","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.69873117891","1312.8006900459","1356.54180465616","1416.54930595288","1454.74291909047","1506.462405051","1564.86974352177","1618.585518622","1672.43675844892","1730.42281006409","1790.59323991973","1857.30317636711","1920.93470377528","2008.47370731799","2123.21966021943","2260.9938369132","2415.53128031403","2520.72166260724","2733.27841163654","2814.3850234161","2997.5259544255","3404.45956595241","3699.34780501398","3940.08736961076","4075.33086122573","4184.57761792593","4292.44889991745","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","912.579175408769","917.014129784021","913.493449277743","926.940922658856","934.537501975379","956.542039137446","984.759138400488","1027.55591775182","1055.63036003584","1093.29474373686","1126.0219589417","1172.17871234118","1228.87387710427","1245.51407836783","1284.81648891783","1339.16323930099","1385.89253611431","1483.10679069501","1540.2934112748","1494.34488241362","1543.51448652397","1625.57266316287","1715.16415690067","1771.36037790936","1827.42279875903","1866.77457993172","1966.37968826299","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973.630980829458","1001.58891088767","1026.36071069402","1051.68721778366","1046.18719585773","1047.72264675256","1060.2568476368","1099.69815063319","1118.05854459","1172.98561736701","1228.23550586596","1288.65339162553","1226.47322138514","1294.57181339256","1378.76171558852","1365.18247874547","1378.26263900107","1420.49954969469","1483.74593951925","1541.9464094217","1610.96812658153","1524.75602386833","1589.05907559656","1639.99718914184","1633.04936534194","1669.73184738084","1676.86477283854","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017.24498793844","1078.2151895104","1088.02163652622","1110.37800309765","1144.05180189932","1194.0160100438","1331.16615634807","1416.69496123379","1012.33491295226","1020.60864710433","1080.62245934964","1107.80379241306","1091.33300870022","1095.97110533584","1132.22895964315","1191.60003065699","1228.2638539625","1271.40600985338","1306.40834026786","1327.1154145494","1372.0353014013","1475.38909048806","1438.98105859398","1470.89968288805","1472.97785724413","1540.29303317721","1608.70437902519","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","646.012805281296","640.032458750188","853.925555161147","938.807170540794","1080.64740004934","1250.57367914784","2043.80228707889","4999.4946516893","6011.99854565148","7368.0355369649","8554.62758356854","13726.6340441178","15984.2427044609","17823.7532920387","24219.6676717944","27933.4654485513","29643.9263504681","33513.7421054508","38441.3483297428","37496.5682212741","33041.1883529952","34363.1529063453","36288.4062684229","33877.5422420033","33228.161178285","29361.0680537046","26058.0774429991","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13297.9776808599","13997.5368264209","14307.1189910117","14328.6157610884","14851.6788950169","15407.6413614792","16125.771753167","17146.2298471262","18018.8062032013","18464.7321030753","19515.7893177015","20981.0139351779","22615.9356489706","23868.5244135592","25446.3832605934","25577.5240795599","28523.2423307477","29286.8729076901","30856.0118268477","30359.9252972847","28175.8555167678","26141.3195918975","25284.4640766238","26097.8719008736","26838.4552283268","26697.2485044179","26778.5049658874","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4680.45898391756","4894.56437488142","4925.53553629382","4888.27600789789","5020.67285353291","5190.15136565562","5489.83218434972","5844.941558626","6590.0075983281","7143.709695602","7650.04492066059","7648.71243333686","8013.32839432602","8922.58801466765","9083.64360303752","10590.1681815382","10448.2424282135","11347.1334934115","11640.8645214302","10915.0675874433","10951.8841081545","11220.828366136","11252.0234242385","11655.4074601893","12681.8138671393","13585.5046357208","14200.0071938055","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3296.80212677172","3449.43998314972","3612.94663878003","3755.15055173751","3898.13758596801","4081.59352046623","4183.30405531039","4342.31214947243","4506.85042710327","4645.98509760196","4811.82562076063","4920.47503619634","5068.51924321412","5176.76360612651","5359.66910995041","5582.00875802146","5926.81529003102","6324.93878582169","6515.05758299598","6456.22189555523","6578.24729507297","6844.4956401592","7026.19387401792","7249.27875612849","7529.39206753966","7765.75727079973","7944.69135314489","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1837.61743968011","2009.76778385226","2205.17129904212","2425.73012546096","2671.28255392061","2851.88323476045","3130.53357613344","3388.39443417977","3378.0079531389","3544.0636266698","3584.18902212924","3753.52327939365","3853.14095984564","3890.60819186055","4130.39283150272","4183.79474624427","4541.68037472007","5001.43149621849","5211.17539735972","5441.77559867703","5729.56312108395","6130.83761606119","6538.3765807766","6931.41508871974","7279.86018334545","7533.07164673986","7836.37917629729","",
